Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;;Alive, Discoloration;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Dead;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Sapwood;;Alive, Discoloration;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration, Sapwood;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration;Discoloration, Sapwood;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Dead;Discoloration, Outer bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Sapwood;Discoloration;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Healthy;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark;;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Between outer and inner bark;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark;;Fusarium ciricnatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;Dead;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots, Dead;Discoloration, Outer bark;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton;Discoloration;Dead;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration;Dead, Discoloration;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration;Alive, Discoloration;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration;Alive, Discoloration;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Discoloration;Alive, Discoloration;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead, J-rooting;Discoloration, Outer bark;Discoloration, Sapwood;Dead;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead, J-rooting;;Discoloration;Alive, Discoloration;Fusarium circinatum
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;J-rooting, Few roots, Dead;Discoloration;Discoloraiton, Outer bark;Dead, Discoloration;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Between outer and inner bark;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Phytophthora sp.
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Between outer and inner bark;Kino/Gum/Resin Exudation, Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Wilted;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Karatara;Western Cape;;;Twigs/Branches, Leaves/Needles, Seedlings/Cuttings;D;;;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;Few roots;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;Discoloration;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Discoloration;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;Root:shoot ratio;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Discoloration;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
White River;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
Pietermaritzburg;Kwazulu-Natal;Eucalyptus;;Leaves/Needles;D;;;;;;;Tetratosphaeria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark;Healthy;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark;Healthy;;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy, Discoloration, Outer bark, Between outer and inner bark;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Healthy;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;J-rooting;Discoloration, Sapwood;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, J-rooting;Discoloration;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Wel developed, Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark;Alive;Secondary Fungi/Bacteria
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Wel developed, Plug bound, Dead;Discoloration;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration;Discoloration;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration;Sapwood;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration;Discoloraiton, Sapwood;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton;Healthy;Alive;Fusarium circinatum
Howick ;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Eucalyptus;dunnii P85-T25;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Eucalyptus;dunnii P85-T25;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Eucalyptus;dunnii P85-T25;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;;Secondary Fungi/Bacteria
Hilton;Kwazulu-Natal;Eucalyptus;dunnii P85-T25;Seedlings/Cuttings;D;;;Few roots, Dead;Healthy;Healthy;;Secondary Fungi/Bacteria
White River;Mpumalanga;;;Soil;;;;;;;;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;pringlei;Seedlings/Cuttings;D;;Dead tree;;;;;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;pringlei;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;pringlei;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloraiton, Sapwood;Discoloration;Dead;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;pringlei;Seedlings/Cuttings;D;;Dead tree;;;;Dead;Secondary Fungi/Bacteria
Sabie;Mpumalanga;Pinus;pringlei;Seedlings/Cuttings;D;;;;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Dead;Secondary Fungi/Bacteria
