Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, J-rooting, Dead, Plug bound;Discoloration,FSPapwood;Discoloration,FSPapwood;Alive, Wilted;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Dead;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, J-rooting, Dead;Discoloration,FSPapwood, Fruiting bodies;Discoloration,FSPapwood;Wilted, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Healthy;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Healthy;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration;;;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark, Cambium;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;Healthy, Discoloration, Outer bark;Alive, Dead;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration, Outer bark;Discoloration, Cambium;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;;Alive;Fusarium ciricnatum;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration, Outer bark;Discoloration, Cambium;Alive;Fusarium ciricnatum;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;;;Alive;Fusarium ciricnatum;
Mpumalanga;;;Seedlings/Cuttings;;;Root:shoot ratio;Well developed;Discoloration, Outer bark;Discoloration, Cambium;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Secondary Fungi/bacterium;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium ciricnatum;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Alive;Fusarium ciricnatum;
Mpumalanga;;;Seedlings/Cuttings;;;;Well developed;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Dead;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Few needles/Brown;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Healthy;Well developed, Dead;;;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Dead;Discoloration;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;;;;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back, Wilted;Dead;Discoloration;Discoloration;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Dead;Dead;Discoloration;Discoloration;Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;Discoloration;Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;Discoloration;Wilted, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Dead;Discoloration;Discoloration;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark, Cambium;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Healthy;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Insect/Mechanical damage;;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;;Healthy;Dead;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, Healthy;Healthy;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed;Healthy;;Alive, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Discoloration;Discoloration;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;;Discoloration, Outer bark, Cambium;Discoloration, Outer bark;Alive, Discoloration;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, J-rooting;Discoloration, Outer bark;Discoloration, Outer bark;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Healthy;Healthy;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;Healthy;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed;;Healthy;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Mix of brown and green needles;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark,FSPapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Mix of brown and green needles;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Well developed;;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown needles;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Few roots;Discoloration, Outer bark, Cambium, Between outer and inner bark;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Well developed;Healthy;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Mix of brown and green needles;Few roots;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Few roots, Dead;Discoloration;Discoloration,FSPapwood;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead, J-rooting;Discoloration;Discoloration,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;Green needles;Few roots;Discoloration, Outer bark, Between outer and inner bark;Healthy;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Few roots, Dead, J-rooting;Discoloration;Discoloration,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Dead, Very dry;Well developed, Dead;Discoloration;Discoloration,FSPapwood;Dead, Discoloration;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Healthy;Discoloration,FSPapwood;Wilted, Discoloration;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots, Dead, J-rooting;Discoloration;Discoloration;Wilted;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Few roots, Dead;Healthy;Discoloration;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, Dead;Discoloration;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Few roots, Dead;Discoloration;Discoloration;Discoloration;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;;;;Well developed, Few roots, Dead;Discoloration;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead, Plug Bound;Discoloration, Outer bark, Between outer and inner bark;Healthy;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive, Green;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium,FSPapwood;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead, Plug Bound;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead, Plug Bound;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Brown roots, Green tips;Well developed, Dead;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;A;;Healthy;Well developed, Dead;Discoloration;Discoloration;Wilted, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back, Wilted;Well developed, Dead;Healthy;Healthy;Alive;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;A;;Healthy;Well developed, Dead;Healthy;Healthy;;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back, Wilted;Well developed, Dead;Healthy;Healthy, Discoloration;Wilted, Dead;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;A;;Healthy;Well developed, Dead;Healthy;Healthy, Discoloration, Between outer and inner bark;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Well developed, Dead;Discoloration;Discoloration, Between outer and inner bark,FSPapwood;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Well developed, Dead;Discoloration;Discoloration, Between outer and inner bark,FSPapwood;Wilted, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Well developed, Dead;Discoloration;;Wilted, Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Well developed, Dead;Discoloration;Discoloration;Wilted, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back;Well developed, Dead;Discoloration;Discoloration;Wilted, Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;;Wilted;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead, J-rooting;Discoloration;Healthy;Wilted;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back, Wilted;Dead;Discoloration;Discoloration;Wilted, Dead, Discoloration;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;Discoloration;Alive;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;Discoloration;Wilted, Dead;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Die-back, Wilted;Dead;Discoloration;Discoloration;Dead;Secondary Fungi/bacterium;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;;Dead;Discoloration;;;Fusarium ciricnatum;
Kwazulu-Natal;;;Seedlings/Cuttings;D;;Wilted;Dead;Discoloration;Discoloration;Discoloration;Fusarium ciricnatum;
